,date,sentiment_score,content,source
8500,2019-02-15,0.94375, 云财经讯，中国联通在雄安新区开通了业界最大规模的4G/5G无线虚拟化外场试验网络。试验网采用诺基亚无线云化接入方案，建设10个4G和40个5G基站，4G/5G基站均采用CU/DU分离架构，实现了4G/5G基站软件功能在通用硬件资源池上的共平台云化部署。该试验网由中国联通网研院、河北分公司携手诺基亚共同打造。（新京报）,yuncaijing
8628,2019-02-15,0.980119, 云财经讯，2月13日至19日，山东省正式迎来政协第十二届省委员会二次会议和第十三届人民代表大会二次会议。本次两会首次通过5G+VR进行全景实时直播，由中国联通联合华为公司、广电视觉合作呈现，预计今年年底，山东联通将全部完成5G试点工作并达到预商用条件，2020年山东联通5G网络正式实现规模化商用。,yuncaijing
3948,2019-02-15,0.807602,近日，中国联通在雄安新区开通了业界最大规模的4G/5G无线虚拟化外场试验网络。该试验网依托国家重大专项，由中国联通网研院、河北分公司携手诺基亚共同打造。,10jqka
20209,2019-02-15,0.980081,【全国首例，5G+VR实时直播进地方两会】2月13日至19日，山东省正式迎来政协第十二届省委员会二次会议和第十三届人民代表大会二次会议。本次两会首次通过5G+VR进行全景实时直播，由中国联通联合华为公司、广电视觉合作呈现，预计今年年底，山东联通将全部完成5G试点工作并达到预商用条件，2020年山东联通5G网络正式实现规模化商用。,sina
12873,2019-02-15,0.94038,【联通斥资百亿元加码4G 专家：投入亦可辅助5G】日前，中国联通无线网络整合项目中标结果出炉，项目总预算约348亿元，采购L900及L1800基站41.6万站的。从中标结果来看，该项目最终由四大设备商华为、中兴、爱立信、诺基亚瓜分，从报价来看诺基亚报价最高约346.8亿元、爱立信报价最低约209.6亿元。（证券日报）,eastmoney
12727,2019-02-15,0.963808,【全国首例 5G+VR实时直播进地方两会】2月13日至19日，山东省正式迎来政协第十二届省委员会二次会议和第十三届人民代表大会二次会议。本次两会首次通过5G+VR进行全景实时直播，由中国联通联合华为公司、广电视觉合作呈现，预计今年年底，山东联通将全部完成5G试点工作并达到预商用条件，2020年山东联通5G网络正式实现规模化商用。（飞象网）,eastmoney
24785,2019-02-15,0.94864,【中国联通在雄安新区开通业界最大规模4G/5G无线虚拟化试验网】中国联通在雄安新区开通了业界最大规模的4G/5G无线虚拟化外场试验网络。试验网采用诺基亚无线云化接入方案，建设10个4G和40个5G基站，4G/5G基站均采用CU/DU分离架构，实现了4G/5G基站软件功能在通用硬件资源池上的共平台云化部署。该试验网由中国联通网研院、河北分公司携手诺基亚共同打造。（新京报）,wallstreetcn
25025,2019-02-15,0.980081,【全国首例，5G+VR实时直播进地方两会】2月13日至19日，山东省正式迎来政协第十二届省委员会二次会议和第十三届人民代表大会二次会议。本次两会首次通过5G+VR进行全景实时直播，由中国联通联合华为公司、广电视觉合作呈现，预计今年年底，山东联通将全部完成5G试点工作并达到预商用条件，2020年山东联通5G网络正式实现规模化商用。,wallstreetcn
25668,2019-02-17,0.972171,【大湾区首条量子通信干线启动研究，预计四年内建成】16日“广佛肇量子安全通信时频网络建设及关键技术研究”项目启动，意味着粤港澳大湾区量子通信首条示范干线项目正式投入研究。按照相关计划，大湾区量子通信干线项目基于中国联通本地光纤链路，建设广佛肇量子安全通信示范网，将覆盖广州、佛山和肇庆3个大湾区城市，拟在未来4年内建成，或将覆盖至深圳及香港。该项目是今年广东省重点领域研发计划的第一批启动项目之一。（上证报）,wallstreetcn
8833,2019-02-17,0.97143,云财经讯，16日“广佛肇量子安全通信时频网络建设及关键技术研究”项目启动，意味着粤港澳大湾区量子通信首条示范干线项目正式投入研究。按照相关计划，大湾区量子通信干线项目基于中国联通本地光纤链路，建设广佛肇量子安全通信示范网，将覆盖广州、佛山和肇庆3个大湾区城市，拟在未来4年内建成，或将覆盖至深圳及香港。该项目是今年广东省重点领域研发计划的第一批启动项目之一。（上证报）,yuncaijing
20640,2019-02-17,0.972171,【大湾区首条量子通信干线启动研究，预计四年内建成】16日“广佛肇量子安全通信时频网络建设及关键技术研究”项目启动，意味着粤港澳大湾区量子通信首条示范干线项目正式投入研究。按照相关计划，大湾区量子通信干线项目基于中国联通本地光纤链路，建设广佛肇量子安全通信示范网，将覆盖广州、佛山和肇庆3个大湾区城市，拟在未来4年内建成，或将覆盖至深圳及香港。该项目是今年广东省重点领域研发计划的第一批启动项目之一。（上证报）,sina
13469,2019-02-18,0.770398,【野村：将中国联通评级由中性下调至减持】野村：将中国联通评级由中性下调至减持，目标价4.40元，即下跌24%。,eastmoney
21120,2019-02-18,0.701379,野村：将中国联通评级由中性下调至减持，目标价4.40元，即下跌24%。,sina
9283,2019-02-19,0.502291,云财经讯，中国联通：1月份移动出账用户累计到达数为3.18亿户，移动出账用户本月净增数276.3万户。其中，4G用户累计到达数2.23亿户，4G用户本月净增数291.4万户,yuncaijing
21469,2019-02-19,0.416745,【联通公布网络运行类维保服务产品供应商：华为等十家】中国联通日前公布2018年中国联通网络运行类维保服务产品供应商公开招募项目结果，华为、神州数码、亚信等十家企业入围。（C114）,sina
21415,2019-02-19,0.353639,中国联通：1月份移动出账用户累计到达数为3.18亿户，移动出账用户本月净增数276.3万户。其中，4G用户累计到达数2.23亿户，4G用户本月净增数291.4万户。,sina
26566,2019-02-19,0.353639,中国联通：1月份移动出账用户累计到达数为3.18亿户，移动出账用户本月净增数276.3万户。其中，4G用户累计到达数2.23亿户，4G用户本月净增数291.4万户。,wallstreetcn
9317,2019-02-19,0.505829,云财经讯，中国联通日前公布2018年中国联通网络运行类维保服务产品供应商公开招募项目结果，华为、神州数码、亚信等十家企业入围。（C114）,yuncaijing
9715,2019-02-20,0.922709,云财经讯，中国联通将携5G手机等一系列创新终端参加“MWC19”，并联合举办多场发布会，同时与西班牙电信等国际运营商开展5G和eSIM全球化合作。,yuncaijing
22351,2019-02-20,0.552817,中国联通1月末用户总数累计环比增长0.7%，至4.55亿户。,sina
22089,2019-02-20,0.893577,中国联通将携5G手机等一系列创新终端参加“MWC19”，并联合举办多场发布会，同时与西班牙电信等国际运营商开展5G和eSIM全球化合作。,sina
28146,2019-02-21,0.974065,【联通混改新成果：联手网宿科技成立合资公司，专注CDN、边缘计算】2月21日，中国联通与网宿科技共同出资成立的云际智慧科技有限公司正式揭牌，并同步发布了三款产品。作为联通混合所有制改革的新成果，发力5G的重要举措，云际智慧将专注于CDN、边缘计算等领域的技术创新，为4K、8K、VR等超高清视频产业，以及人工智能等领域提供CDN以及边缘计算能力。（人民邮电报）,wallstreetcn
22765,2019-02-21,0.983327,【联通携手混改合作伙伴网宿科技 合资公司“云际智慧”成立】2月21日，中国联通与网宿科技共同出资成立的云际智慧科技有限公司正式揭牌，并同步发布了三款产品。作为联通混合所有制改革的新成果，发力5G的重要举措，云际智慧将专注于CDN（内容分发网络）、边缘计算等领域的技术创新，为4K、8K、VR等超高清视频产业，以及人工智能等领域提供CDN以及边缘计算能力，致力于成为5G时代边缘计算能力的提供者，AI时代智慧生活的服务者。,sina
22628,2019-02-21,0.973507,【联通混改新成果：联手网宿科技专注CDN、边缘计算】2月21日，中国联通与网宿科技共同出资成立的云际智慧科技有限公司正式揭牌，并同步发布了三款产品。作为联通混合所有制改革的新成果，发力5G的重要举措，云际智慧将专注于CDN、边缘计算等领域的技术创新，为4K、8K、VR等超高清视频产业，以及人工智能等领域提供CDN以及边缘计算能力。（人民邮电报）,sina
23510,2019-02-22,0.981228,【中国互联网领军企业负责人座谈会召开：周鸿祎等出席】据工信部，2月20日，2019中国互联网领军企业负责人座谈会在北京召开，会议以“敏锐抓住信息化发展历史机遇，自主创新推进网络强国建设”为主题。中国电信副总经理王国权，中国移动副总经理简勤，中国联通副总经理范云军，中国卫通董事长李忠宝，中国互联网协会副理事长、360集团董事长兼CEO周鸿祎，中国互联网协会副理事长、新华网董事长、总裁田舒斌，中国互联网协会副理事长、用友网络董事长王文京，中国互联网协会常务理事、网宿科技董事长刘成彦，中国互联网协会常务理事、搜狗CEO王小川，贝壳找房CEO彭永东，快手科技创始人兼CEO宿华，昆仑万维董事长兼CEO周亚辉，航天云网公司总经理柴旭东，海尔数字科技有限公司董事长陈录城，树根互联董事长梁在中出席会议，围绕促进互联网持续健康发展、建设网络强国等方面展开充分交流探讨，并提出了相关意见和建议。,sina
